CustomerID,성별,나이,금융자산(억),부동산(억),연간수익률(%),투자목표(Purpose),투자기간(InvestmentHorizion),위험선호도(RiskTolerance),신용등급(CreditRating)
1102,F,60s,40.39,14.62,8.611733457485471,Growth,Long,Active,AA
1103,F,50s,9.18,218.45,-8.668113587868431,Growth,Medium,Neutral,BBB
1104,F,70+,5.03,21.52,1.4719777638793508,Stable,Long,Aggressive,AA
1105,F,40s,16.85,11.72,6.908915152885942,Retire,Long,Neutral,AAA
1106,M,40s,18.17,30.44,4.85930910399357,Stable,Long,Neutral,AA
1107,M,50s,63.72,74.97,-9.465480897373167,Stable,Medium,Active,BBB
1108,F,40s,29.75,33.64,0.1212819842948187,Stable,Long,Safe,BBB
1109,F,40s,74.21,51.27,-1.1912310027916595,Growth,Long,Neutral,A
1110,M,70+,10.38,15.11,17.075361330314507,Growth,Medium,Safe,BBB
1111,F,70+,64.86,126.33,-1.440543898775848,Growth,Long,Neutral,AA
1112,M,50s,53.35,54.9,1.0703170875734358,Growth,Short,Avoid,AAA
1113,M,70+,5.96,85.02,4.803327086397791,Retire,Long,Neutral,AA
1114,M,50s,86.32,46.0,1.303341108910705,Retire,Long,Aggressive,AA
1115,M,50s,32.29,69.57,4.411749671516252,Growth,Long,Avoid,A
1116,M,60s,41.0,15.09,4.977490597971923,Stable,Long,Active,BBB
1117,M,60s,15.0,21.28,-1.6511484146043975,Growth,Short,Safe,A
1118,F,70+,83.11,111.26,5.146825344067119,Retire,Long,Safe,AA
1119,M,50s,11.6,134.8,-11.695815293897738,Retire,Medium,Neutral,AA
1120,M,60s,58.3,11.79,-1.2894104433069042,Stable,Medium,Avoid,BBB
1121,F,40s,57.77,41.46,-4.443159054396439,Stable,Medium,Neutral,BBB
1122,F,40s,13.74,22.47,4.362874267505745,Retire,Medium,Avoid,BBB
1123,F,40s,146.45,17.68,-1.0921868636384446,Stable,Long,Neutral,BBB
1124,F,70+,36.06,42.79,-6.497905620497313,Retire,Long,Neutral,AAA
1125,F,60s,50.56,92.47,-1.87090169725892,Retire,Medium,Active,AA
1126,M,60s,8.83,49.72,3.198274720703731,Retire,Medium,Neutral,AAA
1127,M,50s,163.07,24.84,-5.266305939601146,Stable,Medium,Safe,AA
1128,M,50s,11.25,52.63,-1.6618658016133492,Growth,Long,Safe,A
1129,M,40s,68.03,23.95,-2.385293412928169,Retire,Medium,Active,AA
1130,M,50s,13.52,47.99,0.1914254006014415,Retire,Medium,Neutral,A
1131,F,50s,18.26,116.38,14.12392373514506,Growth,Long,Neutral,A
1132,M,60s,56.32,5.11,-8.145175618927913,Growth,Medium,Neutral,BBB
1133,M,50s,68.17,67.87,17.463182802048436,Retire,Medium,Safe,BBB
1134,M,40s,10.84,8.29,10.635189804046384,Stable,Short,Neutral,A
1135,F,40s,71.69,100.03,-3.091478261075875,Retire,Medium,Neutral,AA
1136,M,40s,69.13,18.67,0.3682858117877829,Retire,Short,Safe,AAA
1137,F,50s,14.15,11.07,6.321363686536263,Growth,Long,Aggressive,BBB
1138,M,70+,107.65,61.91,2.2732460221845496,Inheritance,Short,Safe,AA
1139,M,60s,9.34,45.96,5.954817043367844,Growth,Medium,Neutral,AA
1140,M,60s,18.18,13.47,-2.893018443882911,Other,Medium,Avoid,AAA
1141,F,50s,43.96,10.72,-4.729308213275719,Stable,Long,Neutral,AAA
1142,M,50s,15.14,27.97,-4.349962103588522,Growth,Long,Safe,AA
1143,F,40s,37.01,11.2,-1.6085826777717416,Retire,Long,Safe,AA
1144,M,70+,36.34,12.74,-2.4328108579916297,Retire,Long,Aggressive,BBB
1145,M,60s,25.8,36.75,9.169111898541171,Growth,Long,Neutral,A
1146,F,40s,58.32,13.88,3.775550080589341,Stable,Short,Neutral,A
1147,F,50s,24.96,48.61,3.203946436206717,Stable,Short,Neutral,A
1148,F,50s,36.06,126.61,-3.7443218238816014,Growth,Short,Safe,AAA
1149,F,60s,74.98,28.97,9.173521384247252,Stable,Short,Safe,A
1150,F,70+,56.4,37.23,2.319542426710064,Stable,Medium,Safe,BBB
1151,F,60s,56.19,203.63,2.1375043791230564,Retire,Long,Neutral,A
1152,F,50s,11.95,11.37,-1.2995525821299705,Growth,Short,Active,BBB
1153,F,40s,45.6,96.75,3.197682538456625,Stable,Long,Safe,AA
1154,F,40s,14.84,86.81,8.227612245358952,Stable,Long,Neutral,AA
1155,F,40s,10.75,71.44,-9.584275656527186,Retire,Long,Avoid,AA
1156,F,40s,28.29,105.91,-6.309677761845778,Growth,Short,Safe,A
1157,M,60s,14.54,42.63,-1.754666887890921,Growth,Long,Neutral,A
1158,F,60s,56.4,19.6,-2.9175551711232206,Retire,Long,Avoid,AAA
1159,F,40s,57.49,88.69,-0.6955048750303061,Retire,Long,Neutral,AA
1160,M,60s,6.54,91.8,9.688038041613956,Retire,Long,Safe,A
1161,F,40s,15.45,89.55,-10.694940039384637,Stable,Long,Aggressive,A
1162,M,50s,9.32,34.47,12.082749095182988,Stable,Short,Neutral,A
1163,M,50s,20.7,17.38,-10.62177889662096,Retire,Short,Safe,BBB
1164,F,50s,43.13,39.34,-3.244564915568593,Growth,Short,Safe,AA
1165,M,50s,24.68,77.32,5.8023547054842695,Growth,Long,Avoid,AAA
1166,F,50s,18.69,83.26,8.086323882954849,Retire,Short,Avoid,AA
1167,F,50s,84.79,22.49,9.313204836752645,Stable,Short,Neutral,BBB
1168,M,70+,5.0,43.98,0.5853855005492958,Stable,Long,Active,BBB
1169,M,40s,80.6,10.2,-9.20005915030001,Stable,Short,Safe,A
1170,M,40s,19.39,80.36,2.767887407838132,Retire,Long,Neutral,A
1171,F,40s,28.15,16.36,-9.460215315797685,Retire,Long,Safe,A
1172,F,60s,19.65,67.14,3.035076652529911,Retire,Short,Neutral,BBB
1173,F,40s,102.96,11.77,-7.560601787497445,Stable,Short,Safe,AAA
1174,M,60s,11.19,83.79,6.16941851451247,Growth,Long,Aggressive,AAA
1175,F,50s,30.25,44.24,-2.092011088207657,Retire,Long,Neutral,AAA
1176,M,50s,45.69,16.39,0.1118645146294783,Stable,Long,Aggressive,AAA
1177,F,60s,8.26,61.7,4.414578996195884,Stable,Medium,Safe,AAA
1178,M,40s,14.35,19.47,1.915980718723831,Growth,Medium,Neutral,BBB
1179,F,40s,26.61,65.01,7.503251906424557,Retire,Medium,Neutral,BBB
1180,M,50s,14.74,25.88,0.9183999290075296,Stable,Long,Neutral,AA
1181,F,60s,15.6,7.04,-6.8251165945213295,Growth,Medium,Avoid,AAA
1182,M,50s,22.65,13.68,-14.401151642240508,Growth,Short,Aggressive,AAA
1183,F,40s,50.38,22.48,-8.203094314931247,Growth,Long,Active,AAA
1184,F,70+,22.78,113.45,5.1455447043513125,Retire,Medium,Safe,A
1185,M,40s,71.0,74.52,19.94974933305836,Growth,Short,Neutral,AA
1186,F,60s,13.49,142.8,10.936302364140849,Growth,Long,Safe,AAA
1187,F,60s,11.01,146.68,4.310923407952116,Growth,Long,Active,BBB
1188,M,50s,139.92,20.47,10.86481789978726,Retire,Medium,Neutral,BBB
1189,M,40s,17.7,27.95,4.560069438758796,Retire,Long,Safe,A
1190,F,40s,10.5,22.87,3.2162125285950527,Growth,Long,Avoid,A
1191,M,60s,7.44,18.1,5.373558702947867,Inheritance,Long,Safe,AAA
1192,M,60s,70.82,6.31,2.2590995749766085,Growth,Long,Avoid,AAA
1193,M,60s,22.8,32.68,-4.676971020746135,Growth,Long,Safe,BBB
1194,F,70+,24.46,10.41,0.4028425613827435,Stable,Long,Neutral,AA
1195,M,60s,26.38,32.11,0.8173601839212452,Stable,Long,Neutral,A
1196,F,40s,67.38,222.34,0.5219670078332239,Growth,Long,Neutral,A
1197,F,50s,25.96,20.94,-5.621107887287479,Growth,Short,Neutral,A
1198,F,60s,195.44,39.46,1.2342593757108888,Growth,Medium,Safe,AA
1199,F,50s,33.35,74.89,-2.04686577040728,Inheritance,Long,Safe,A
1200,M,40s,70.07,42.62,13.835203007932416,Stable,Medium,Neutral,AAA
1201,F,60s,57.07,43.09,5.1545857166857,Retire,Medium,Safe,AA
1202,M,50s,29.1,23.9,4.093696720734807,Inheritance,Long,Safe,AAA
1203,M,70+,18.74,26.88,-1.0526997399088356,Retire,Short,Safe,AA
1204,M,60s,39.08,13.96,0.6854989755813223,Growth,Long,Neutral,BBB
1205,M,40s,45.06,70.91,-2.4647589672218806,Growth,Medium,Active,A
1206,F,70+,18.95,6.91,3.0757954588299663,Stable,Medium,Neutral,A
1207,F,50s,34.23,79.36,-8.719197252993027,Growth,Medium,Safe,A
1208,M,50s,80.56,9.36,3.785959058225874,Stable,Short,Active,A
1209,M,50s,156.95,78.76,7.533044993671756,Growth,Medium,Avoid,AA
1210,F,40s,59.35,24.08,12.992365569336606,Retire,Medium,Neutral,AA
1211,M,50s,132.98,10.93,5.001890595084402,Growth,Medium,Safe,AA
1212,M,40s,18.11,55.78,10.229563518914864,Growth,Long,Active,A
1213,M,50s,52.54,76.39,8.886556009278234,Stable,Medium,Neutral,AA
1214,F,50s,87.43,22.33,-0.9245865788925278,Growth,Long,Neutral,AA
1215,F,60s,14.63,63.34,3.219748244341858,Inheritance,Long,Neutral,A
1216,M,60s,20.32,5.0,2.5686429690909174,Growth,Short,Neutral,AAA
1217,M,40s,120.34,10.09,-2.156365696698126,Inheritance,Medium,Safe,AAA
1218,F,50s,13.73,105.97,16.654826798986267,Stable,Short,Neutral,A
1219,F,50s,10.25,27.08,1.52819161699429,Stable,Long,Neutral,AA
1220,M,40s,101.74,6.2,2.796669913565375,Retire,Long,Neutral,A
1221,F,60s,78.05,17.66,5.56520192226535,Other,Short,Avoid,A
1222,M,60s,42.34,14.42,4.287202831695014,Retire,Long,Safe,BBB
1223,M,40s,28.89,28.52,-1.7524917941969087,Stable,Long,Neutral,AA
1224,F,50s,21.1,23.72,6.542959153712347,Retire,Long,Neutral,BBB
1225,M,40s,37.55,38.9,-10.44862343517684,Stable,Medium,Safe,AAA
1226,F,60s,106.04,31.11,-3.169933473003672,Inheritance,Medium,Safe,A
1227,M,40s,36.26,112.59,9.44470355048721,Stable,Medium,Neutral,A
1228,M,70+,169.62,48.53,-2.9094970908491,Inheritance,Long,Avoid,A
1229,F,60s,14.61,49.99,4.549063639977602,Stable,Long,Neutral,AA
1230,M,50s,29.5,94.5,2.0475260125118355,Growth,Long,Neutral,BBB
1231,F,60s,22.23,23.34,-9.149975385691878,Stable,Short,Safe,A
1232,M,70+,12.58,10.64,5.278143722678363,Stable,Long,Active,AA
1233,M,60s,26.51,98.13,0.3897517067734668,Stable,Long,Avoid,AA
1234,M,40s,41.84,37.42,-2.695898458639124,Stable,Short,Active,A
1235,F,50s,45.58,37.54,10.946716758553322,Retire,Short,Neutral,AA
1236,M,60s,170.1,18.73,10.372842270686156,Retire,Long,Neutral,BBB
1237,F,60s,43.45,19.01,-5.316999725692517,Retire,Medium,Active,AA
1238,M,60s,75.2,70.96,3.199816059393923,Stable,Medium,Neutral,AA
1239,F,70+,31.59,80.33,-5.384740969594059,Growth,Short,Active,BBB
1240,M,70+,114.71,67.05,-4.401572226496087,Stable,Long,Neutral,AAA
1241,F,70+,204.13,67.6,-3.3346187716071007,Growth,Long,Neutral,AA
1242,F,40s,45.83,55.26,12.179970382000672,Other,Short,Neutral,AAA
1243,F,50s,13.54,37.28,-4.401345801316103,Stable,Long,Avoid,BBB
1244,F,60s,19.32,28.28,-1.1444872412782805,Stable,Long,Active,A
1245,F,60s,37.55,98.42,-1.7952219750027254,Retire,Medium,Neutral,AAA
1246,F,60s,43.17,23.66,2.916368745664988,Stable,Long,Neutral,AAA
1247,M,40s,52.39,46.2,-0.7016603755085171,Growth,Long,Active,AAA
1248,M,60s,43.3,16.06,3.858567679462354,Retire,Long,Aggressive,AA
1249,F,60s,30.13,18.3,-1.022148225717101,Retire,Medium,Safe,BBB
1250,F,40s,18.01,26.77,-2.2313913495029647,Stable,Long,Neutral,AA
1251,F,50s,41.3,16.06,2.4208674573309885,Growth,Medium,Neutral,AAA
1252,M,40s,132.16,67.9,-4.653869145612887,Growth,Medium,Neutral,AA
1253,M,50s,67.76,9.84,-4.020995533104554,Inheritance,Long,Aggressive,AAA
1254,M,40s,45.96,36.21,-5.717512382237033,Inheritance,Long,Active,BBB
1255,F,50s,68.28,37.31,4.279016105189148,Retire,Long,Neutral,AAA
1256,M,50s,22.27,6.49,7.178822114398065,Retire,Short,Safe,AA
1257,M,60s,19.95,22.27,12.22291639282469,Stable,Short,Neutral,AAA
1258,M,60s,16.47,41.68,9.898246703781876,Stable,Long,Neutral,AA
1259,M,60s,27.11,48.71,-1.5503402009856335,Stable,Medium,Safe,BBB
1260,M,50s,21.38,27.55,10.36814048326653,Retire,Medium,Neutral,AA
1261,M,40s,78.78,60.9,-5.157167182425992,Retire,Long,Safe,BBB
1262,F,70+,20.49,30.01,0.612818253188685,Retire,Long,Neutral,AA
1263,M,40s,15.77,33.52,3.49396205968846,Growth,Long,Neutral,BBB
1264,M,70+,141.75,41.53,13.307849639025491,Inheritance,Short,Avoid,BBB
1265,M,60s,20.88,76.27,9.80423205547063,Retire,Medium,Neutral,A
1266,M,50s,33.88,18.03,-0.7276885700284175,Retire,Long,Avoid,BBB
1267,M,70+,42.99,21.37,-0.5093084912184631,Retire,Long,Neutral,BBB
1268,M,40s,12.07,18.14,-2.4349058117796862,Growth,Long,Neutral,AAA
1269,F,50s,80.51,24.56,0.5030912958327027,Inheritance,Long,Neutral,BBB
1270,M,60s,49.88,119.54,-7.2367023540027215,Retire,Long,Neutral,BBB
1271,F,50s,104.24,55.45,0.6543387890717511,Stable,Short,Neutral,AAA
1272,F,70+,17.4,11.97,-11.424411071073571,Stable,Medium,Avoid,A
1273,F,40s,32.44,19.29,3.6698974138688953,Stable,Medium,Neutral,AA
1274,M,50s,30.92,46.32,-4.390847199100378,Growth,Long,Neutral,BBB
1275,M,60s,37.01,14.65,9.6976233168774,Stable,Short,Safe,A
1276,M,60s,9.36,17.24,10.962642863002747,Inheritance,Medium,Safe,BBB
1277,M,50s,32.74,111.1,3.3202530877403102,Retire,Long,Safe,AAA
1278,F,50s,9.57,19.07,3.75108470747183,Growth,Medium,Safe,AA
1279,M,60s,39.91,78.19,3.2139378823826448,Stable,Medium,Neutral,A
1280,M,40s,5.46,102.49,4.923065233366408,Stable,Long,Neutral,A
1281,F,60s,6.81,17.11,2.376137474447493,Growth,Long,Neutral,BBB
1282,F,60s,57.68,14.87,6.775477426677923,Inheritance,Medium,Safe,AA
1283,M,60s,19.35,25.83,8.353338844423885,Growth,Long,Active,AA
1284,M,60s,13.6,12.43,1.3728369784866246,Growth,Medium,Neutral,BBB
1285,M,50s,82.82,36.93,1.3352120643014276,Growth,Long,Neutral,AAA
1286,M,60s,38.94,27.52,7.762076052631928,Stable,Long,Avoid,AAA
1287,M,70+,60.2,45.81,5.808836542025109,Growth,Medium,Neutral,AA
1288,M,50s,26.23,116.43,13.764778634142672,Growth,Long,Neutral,A
1289,M,70+,255.62,69.11,12.240951055191696,Stable,Short,Neutral,BBB
1290,M,50s,18.47,51.43,5.576755532686661,Stable,Short,Active,BBB
1291,M,40s,120.98,5.64,-0.7168278105482595,Growth,Long,Neutral,AA
1292,M,50s,28.53,49.35,-0.7411748352699532,Growth,Short,Active,AAA
1293,M,70+,7.98,156.08,-2.196541571304333,Stable,Short,Avoid,BBB
1294,F,50s,44.09,5.0,2.978291257412624,Growth,Medium,Safe,AA
1295,F,70+,38.54,61.59,10.91267741367754,Growth,Short,Safe,AA
1296,M,70+,12.92,28.69,6.886764431721537,Retire,Long,Neutral,A
1297,M,50s,14.33,15.41,-5.618481463280767,Growth,Long,Neutral,AA
1298,M,40s,29.38,68.1,-3.965365836431667,Retire,Medium,Neutral,AA
1299,F,60s,39.64,154.27,11.976786686550444,Retire,Medium,Safe,AA
1300,F,50s,5.0,66.53,-4.77491695788853,Stable,Long,Safe,AAA
1301,M,60s,69.58,23.71,3.89207523867654,Inheritance,Medium,Safe,BBB
1302,F,50s,20.17,14.17,2.902365949676855,Retire,Medium,Safe,AAA
1303,M,50s,10.33,37.72,3.843860595562254,Growth,Short,Safe,AA
1304,M,60s,63.62,72.66,-1.247389603621285,Stable,Medium,Safe,BBB
1305,F,50s,29.4,23.37,1.283392544793971,Growth,Long,Avoid,AA
1306,F,50s,79.28,25.5,4.673024641108703,Growth,Long,Neutral,A
1307,F,50s,42.54,419.81,-0.7817474214365516,Growth,Long,Safe,AAA
1308,F,50s,29.93,87.43,9.517194031969469,Growth,Long,Avoid,AA
1309,M,50s,26.52,93.23,-3.839670420917929,Growth,Medium,Safe,AA
1310,F,60s,44.09,8.9,0.8930794691915267,Retire,Long,Active,A
1311,M,50s,21.52,17.52,-3.33466047723362,Stable,Long,Neutral,AA
1312,F,50s,15.15,35.42,-2.0324725755057504,Retire,Long,Aggressive,A
1313,M,60s,48.81,13.45,7.811179136190183,Growth,Short,Neutral,BBB
1314,F,50s,26.69,139.82,2.5602815029972747,Retire,Long,Aggressive,A
1315,M,50s,30.78,117.83,8.257526047871732,Retire,Long,Safe,BBB
1316,F,70+,71.63,20.49,0.5695322979746065,Growth,Medium,Safe,AA
1317,M,60s,27.35,164.93,8.325305196616718,Growth,Long,Neutral,BBB
1318,F,60s,30.33,32.99,7.311863991708112,Growth,Medium,Aggressive,AA
1319,M,60s,18.55,340.51,10.08611286840686,Retire,Medium,Active,AAA
1320,M,40s,42.29,37.72,4.2870914724013165,Stable,Medium,Neutral,AA
1321,M,60s,39.64,55.62,6.608708139011998,Retire,Medium,Avoid,BBB
1322,M,50s,61.6,116.74,0.4832969647418528,Retire,Long,Safe,AA
1323,F,50s,18.85,104.57,1.3631685578034514,Retire,Medium,Avoid,BBB
1324,M,50s,20.77,52.44,2.8916718999346003,Stable,Medium,Safe,AAA
1325,F,40s,56.47,29.17,9.292550088918272,Retire,Long,Safe,BBB
1326,M,40s,36.66,52.6,8.308054380203567,Stable,Short,Safe,AA
1327,M,70+,14.51,15.89,-1.7256585840526473,Stable,Long,Active,BBB
1328,F,50s,85.22,37.97,-2.061667618855134,Retire,Long,Safe,AAA
1329,F,50s,7.7,12.2,4.796495369101494,Growth,Medium,Safe,AA
1330,M,40s,56.12,6.67,8.974596485695297,Growth,Long,Safe,AAA
1331,M,40s,10.89,34.65,3.4672314701174933,Growth,Long,Safe,BBB
1332,F,60s,135.45,103.14,-1.6834939216420208,Stable,Long,Safe,A
1333,M,50s,8.71,76.19,12.64483016344622,Inheritance,Long,Safe,A
1334,F,50s,75.32,30.76,1.8939493036386643,Inheritance,Long,Active,A
1335,F,50s,28.07,159.54,8.42577505469353,Stable,Medium,Neutral,AA
1336,F,60s,22.35,19.84,2.311251770367573,Stable,Short,Safe,BBB
1337,M,40s,34.75,5.89,7.061210628347392,Retire,Long,Neutral,A
1338,F,40s,49.68,5.0,4.2978942477158055,Growth,Long,Safe,AAA
1339,M,50s,14.53,11.44,-10.325739022206193,Stable,Medium,Safe,A
1340,M,50s,15.6,69.06,-7.437885432485725,Inheritance,Medium,Safe,A
1341,M,50s,50.38,18.7,-2.514796607558545,Stable,Long,Safe,BBB
1342,M,60s,7.65,50.14,-2.5840885900897725,Other,Long,Neutral,AA
1343,F,60s,18.78,145.72,-1.932781275736972,Growth,Short,Neutral,AAA
1344,F,60s,341.23,12.3,0.2393989558278964,Inheritance,Long,Safe,AA
1345,F,50s,13.81,50.94,2.8683768145199906,Stable,Long,Neutral,BBB
1346,M,40s,75.06,53.79,5.672628513707401,Retire,Long,Safe,A
1347,M,50s,18.75,15.26,-3.21252769810515,Growth,Short,Safe,AA
1348,M,70+,45.03,112.03,-0.0435649676243321,Growth,Long,Safe,BBB
1349,F,60s,50.58,25.56,-2.445965973263753,Retire,Short,Neutral,BBB
1350,M,60s,73.93,23.44,-3.9115813438102887,Growth,Long,Avoid,A
1351,F,40s,25.53,221.51,-2.051495753195109,Stable,Short,Neutral,AA
1352,M,50s,147.1,53.01,-0.7235883841204438,Retire,Long,Neutral,A
1353,M,40s,18.7,76.15,2.2603468624197154,Stable,Medium,Active,AAA
1354,F,60s,36.14,112.1,1.1926768634578089,Inheritance,Long,Safe,BBB
1355,M,70+,36.46,18.44,2.644164572220653,Stable,Long,Avoid,AAA
1356,F,70+,12.21,101.99,2.115906074139096,Growth,Long,Avoid,AAA
1357,F,50s,23.84,21.08,1.5746790392462628,Retire,Medium,Active,AA
1358,M,50s,34.1,20.28,-3.8059210380058217,Growth,Short,Neutral,AAA
1359,M,70+,21.21,25.92,-2.2379289016205672,Inheritance,Medium,Active,A
1360,M,60s,211.19,18.92,0.6573482907235473,Stable,Short,Neutral,AAA
1361,F,40s,15.32,69.4,0.5298261720514397,Stable,Short,Neutral,AAA
1362,M,50s,76.98,42.12,-13.035231197585716,Growth,Long,Safe,AAA
1363,F,50s,59.45,21.28,0.694255341793415,Inheritance,Long,Active,A
1364,F,50s,29.63,60.77,-1.6506761117456636,Retire,Short,Active,AA
1365,F,50s,15.0,25.85,2.2103623770287406,Stable,Medium,Safe,A
1366,M,60s,16.21,24.65,15.391317894340697,Retire,Long,Safe,AA
1367,F,50s,19.8,34.6,11.54428022241014,Stable,Medium,Neutral,A
1368,F,40s,7.18,50.26,1.5817802335900133,Stable,Long,Avoid,AA
1369,M,50s,13.43,47.03,-0.9554865623539356,Inheritance,Short,Active,BBB
1370,M,60s,9.15,23.88,11.852256979599328,Stable,Medium,Neutral,A
1371,F,60s,87.94,70.98,3.793273868448188,Stable,Short,Neutral,BBB
1372,M,50s,49.14,27.11,-14.10281860365229,Growth,Short,Neutral,A
1373,F,70+,56.19,18.37,1.1555015463482032,Stable,Long,Neutral,AA
1374,M,70+,47.99,8.84,-10.353260568950118,Growth,Medium,Safe,AAA
1375,M,50s,34.25,80.23,-1.15373461943028,Growth,Long,Active,AAA
1376,F,40s,96.4,33.49,1.143133856142775,Stable,Medium,Aggressive,BBB
1377,M,60s,18.38,40.04,-3.264627527718256,Retire,Long,Neutral,AAA
1378,M,60s,32.63,84.88,-6.58399815522076,Stable,Long,Neutral,AA
1379,M,70+,54.47,21.55,-2.46016482428616,Stable,Long,Neutral,AAA
1380,M,70+,10.41,9.61,-11.05724712396331,Retire,Short,Neutral,AAA
1381,M,60s,356.83,35.26,-1.3914886684281425,Inheritance,Long,Active,A
1382,M,50s,30.66,43.69,3.5452815596021425,Stable,Medium,Safe,AAA
1383,F,40s,33.57,26.14,5.983808866358564,Growth,Medium,Safe,A
1384,M,50s,81.9,124.76,-7.314586454467165,Retire,Long,Active,BBB
1385,F,50s,62.3,5.0,2.732729898599162,Inheritance,Long,Safe,AAA
1386,M,60s,30.89,90.74,1.2131424871598462,Growth,Short,Neutral,AAA
1387,F,60s,33.25,67.49,2.2531843544017383,Growth,Long,Safe,BBB
1388,M,60s,9.0,49.95,-6.506540976652165,Stable,Medium,Aggressive,AAA
1389,F,50s,19.2,5.0,-1.6408220010331376,Stable,Medium,Neutral,BBB
1390,M,60s,45.32,105.16,-2.922264637846239,Stable,Long,Active,AA
1391,M,40s,42.74,13.15,-1.827970332542539,Growth,Long,Aggressive,AAA
1392,M,50s,79.59,20.97,-7.871104577469834,Growth,Short,Avoid,AAA
1393,M,60s,27.21,28.4,0.3041139975750395,Retire,Long,Neutral,A
1394,M,60s,9.88,47.78,10.540255280392486,Inheritance,Long,Neutral,A
1395,M,70+,69.78,58.88,3.847922959465168,Inheritance,Long,Active,AAA
1396,F,50s,94.53,73.96,0.374708692463277,Stable,Short,Safe,AAA
1397,M,50s,61.47,69.01,3.045398090542606,Retire,Medium,Active,BBB
1398,M,50s,26.29,41.58,-1.7106215928491153,Growth,Long,Safe,AAA
1399,F,50s,69.1,48.15,1.4079943125931749,Stable,Long,Active,AA
1400,F,70+,465.51,12.41,0.4219564989395685,Growth,Long,Neutral,AAA
1401,M,60s,32.86,16.85,-7.555763191884846,Growth,Long,Neutral,BBB
1402,M,70+,10.49,74.14,-10.380536482695646,Retire,Short,Safe,A
1403,M,50s,18.75,70.35,1.3482182126749451,Growth,Long,Safe,AA
1404,F,70+,49.42,63.52,-3.164967081755809,Stable,Medium,Safe,AA
1405,F,40s,8.3,20.84,-0.377157785309945,Inheritance,Short,Neutral,BBB
1406,M,70+,34.31,75.15,4.263424085964185,Retire,Medium,Neutral,AAA
1407,F,50s,40.62,11.65,5.876874030672341,Retire,Long,Neutral,AA
1408,F,50s,102.32,87.32,-10.000275101908471,Growth,Short,Safe,AAA
1409,M,50s,85.47,26.19,7.722242250491851,Retire,Medium,Neutral,BBB
1410,F,70+,59.84,150.77,15.409403390233646,Growth,Medium,Active,AA
1411,M,40s,5.31,8.42,13.240737153087622,Stable,Short,Neutral,AA
1412,M,50s,62.6,161.91,-4.263995862818016,Stable,Medium,Avoid,BBB
1413,M,70+,52.69,23.92,2.1606030111519514,Growth,Long,Active,AAA
1414,M,50s,36.77,23.53,-1.8534618949370807,Stable,Short,Aggressive,BBB
1415,M,40s,7.51,39.46,7.836787201819884,Inheritance,Short,Active,AA
1416,F,50s,16.1,17.68,1.0912785030102734,Retire,Long,Active,AA
1417,M,50s,11.78,31.03,17.133526655051966,Stable,Long,Neutral,AAA
1418,M,70+,5.98,17.05,8.289471514916457,Stable,Long,Safe,AA
1419,M,60s,29.89,17.62,13.297981262511628,Growth,Medium,Neutral,BBB
1420,F,50s,15.83,51.33,1.6606061284470064,Stable,Long,Neutral,A
1421,M,70+,244.75,14.71,-4.602570611405909,Retire,Medium,Safe,BBB
1422,M,50s,26.18,16.59,5.310339153248256,Inheritance,Long,Safe,A
1423,M,40s,84.35,9.63,3.2065794114938706,Stable,Short,Safe,A
1424,M,50s,8.54,21.04,-2.219559221634826,Stable,Medium,Neutral,AAA
1425,F,50s,19.61,107.82,-1.6799978933242588,Stable,Long,Safe,AA
1426,F,40s,32.38,15.47,9.227394671379674,Retire,Medium,Neutral,A
1427,M,70+,14.49,17.14,13.816174229626,Retire,Short,Active,BBB
1428,F,60s,21.38,39.43,6.802924275461386,Retire,Long,Safe,A
1429,F,50s,25.17,23.72,-1.8585754255320497,Retire,Long,Aggressive,A
1430,F,60s,24.85,246.0,2.22372426568882,Retire,Long,Neutral,BBB
1431,M,60s,132.17,28.61,1.6861554099073306,Stable,Long,Safe,BBB
1432,M,70+,40.55,44.78,-3.067192335850899,Growth,Long,Avoid,BBB
1433,M,70+,43.97,77.43,-0.8347703020097685,Growth,Medium,Safe,BBB
1434,F,50s,46.14,76.11,-1.625303906818043,Retire,Long,Safe,A
1435,M,60s,48.92,40.85,3.5049801783923584,Inheritance,Long,Active,BBB
1436,M,60s,28.04,28.65,-4.274585228832473,Growth,Long,Neutral,AA
1437,M,60s,23.18,204.72,3.570779697327464,Inheritance,Medium,Active,AA
1438,F,40s,34.24,30.27,-2.4233284657225185,Stable,Long,Neutral,AAA
1439,M,40s,75.6,22.25,13.553434026043654,Growth,Short,Neutral,A
1440,F,50s,73.77,18.52,8.548594012918409,Retire,Long,Safe,AA
1441,F,50s,24.72,7.0,7.882428794319241,Growth,Medium,Neutral,A
1442,M,40s,55.38,69.37,-0.0755621539883288,Retire,Long,Neutral,AA
1443,F,60s,25.64,5.0,7.683721854941439,Stable,Medium,Safe,BBB
1444,M,40s,30.79,32.95,-0.0987998208287321,Stable,Long,Active,BBB
1445,F,60s,20.52,27.54,1.2682117262528214,Stable,Short,Neutral,BBB
1446,M,50s,25.91,248.63,-0.3275198676871316,Stable,Medium,Active,A
1447,F,70+,87.62,6.37,3.000830547449862,Retire,Long,Neutral,A
1448,F,50s,32.26,14.72,9.799691332708438,Stable,Medium,Safe,AA
1449,F,40s,33.39,29.3,7.33520468305513,Inheritance,Short,Neutral,AA
